erv_name	chromosome	start	end	strand	overlap_feature_types	overlapping_transcript_ids	overlapping_gene_ids	overlapping_gene_names	gene_biotypes	strand_overlap	closest_upstream_pc_gene
6231	1	239101391	239109170	+	no_overlap	.	.	.	.	none	.
6234	1	241433879	241439886	+	exon and intron	ENST00000654758,ENST00000660633,ENST00000668538,ENST00000669530,ENST00000652871,ENST00000662773,ENST00000658165,ENST00000667955,ENST00000669820,ENST00000660219,ENST00000663708,ENST00000660302	ENSG00000287516	.	lncRNA	same	.
6238	1	242212992	242217888	+	intron	ENST00000314833,ENST00000366545,ENST00000427495,ENST00000442594,ENST00000467561,ENST00000536534	ENSG00000180287	PLD5	protein_coding	opposite	.
6239	1	242456968	242459573	+	intron	ENST00000366545,ENST00000442594,ENST00000467561,ENST00000536534	ENSG00000180287	PLD5	protein_coding	opposite	.
6244	1	246527503	246535272	+	exon and intron	ENST00000412354,ENST00000426536	ENSG00000230813,ENSG00000229112	.	unprocessed_pseudogene	both	.
6245	1	246634726	246642803	-	exon and intron	ENST00000366512,ENST00000366513,ENST00000483271	ENSG00000162852	CNST	protein_coding	opposite	.
6248	1	247024660	247030174	+	intron	ENST00000465049,ENST00000474541	ENSG00000135747	ZNF670-ZNF695	protein_coding	opposite	.
6249	1	247106815	247111558	+	exon and intron	ENST00000659037,ENST00000623686	ENSG00000286747,ENSG00000221953	LINC02897	lncRNA	both	.
6251	1	247286261	247291931	+	exon	ENST00000684911,ENST00000689865	ENSG00000289566	.	lncRNA	same	.
6253	1	247354309	247363372	+	exon and intron	ENST00000697393,ENST00000697403,ENST00000697404,ENST00000697400,ENST00000697398,ENST00000697395,ENST00000697396,ENST00000697399,ENST00000697397,ENST00000697401,ENST00000697402,ENST00000697408,ENST00000697394	ENSG00000289234,ENSG00000289728	ZNF496-DT	lncRNA	same	.
6254	1	247704461	247710150	-	intron	ENST00000449298,ENST00000668726,ENST00000662798,ENST00000668652,ENST00000655877,ENST00000659428,ENST00000662484	ENSG00000235749	.	lncRNA	opposite	OR6F1
6255	1	247898555	247905892	-	no_overlap	.	.	.	.	none	.
6259	1	248335768	248340991	-	no_overlap	.	.	.	.	none	.
3180	10	1349130	1355487	+	intron	ENST00000381312	ENSG00000185736	ADARB2	protein_coding	opposite	.
3182	10	4948034	4956078	+	no_overlap	.	.	.	.	none	.
3185	10	5036659	5038242	+	intron	ENST00000470862,ENST00000480822,ENST00000605781	ENSG00000196139	AKR1C3	protein_coding	same	.
3183	10	5038322	5047524	-	intron	ENST00000470862,ENST00000480822,ENST00000605781	ENSG00000196139	AKR1C3	protein_coding	opposite	.
3184	10	5054446	5060768	-	intron	ENST00000470862,ENST00000480822,ENST00000605781,ENST00000602997,ENST00000439082	ENSG00000196139	AKR1C3	protein_coding	opposite	.
3187	10	5470767	5479733	+	no_overlap	.	.	.	.	none	.
3189	10	5863492	5868824	+	intron	ENST00000380094	ENSG00000134461	ANKRD16	protein_coding	opposite	.
3191	10	6629618	6635541	-	no_overlap	.	.	.	.	none	.
3193	10	6796051	6802953	-	intron	ENST00000648093,ENST00000648398,ENST00000649029,ENST00000648995,ENST00000650342,ENST00000436383,ENST00000648637,ENST00000650205,ENST00000650412	ENSG00000238266,ENSG00000285988,ENSG00000285743,ENSG00000285845	LINC00707	lncRNA	opposite	.
K-22	10	6824177	6833641	-	exon and intron	ENST00000665216,ENST00000666057,ENST00000669799,ENST00000664549,ENST00000649029,ENST00000648995,ENST00000436383,ENST00000648637,ENST00000650205,ENST00000650412,ENST00000648093,ENST00000648398	ENSG00000287277,ENSG00000238266,ENSG00000285988,ENSG00000285845	LINC00707	lncRNA	both	.
3194	10	14984385	14998891	-	exon and intron	ENST00000467536,ENST00000431186	ENSG00000197889,ENSG00000235623	MEIG1,OR7E110P	protein_coding,unprocessed_pseudogene	both	.
3196	10	15011464	15019215	-	exon and intron	ENST00000454630	ENSG00000237470	DCLRE1CP1	unprocessed_pseudogene	same	.
3199	10	17010206	17018765	-	intron	ENST00000377833	ENSG00000107611	CUBN	protein_coding	same	.
3200	10	18570091	18577466	+	intron	ENST00000377304	ENSG00000241058	NSUN6	protein_coding	opposite	.
3203	10	20118009	20124934	-	intron	ENST00000377238,ENST00000377242,ENST00000377252	ENSG00000120594	PLXDC2	protein_coding	opposite	.
3204	10	22138952	22146515	+	no_overlap	.	.	.	.	none	.
W-47	10	23296190	23302161	-	exon and intron	ENST00000649478,ENST00000376500,ENST00000376501,ENST00000636213	ENSG00000179133	C10orf67	protein_coding	same	.
3209	10	25716396	25722923	+	exon and intron	ENST00000666205,ENST00000655911,ENST00000625325,ENST00000626230,ENST00000648557,ENST00000653175,ENST00000655020,ENST00000655478,ENST00000655555,ENST00000655854,ENST00000656265,ENST00000658893,ENST00000662090,ENST00000671596,ENST00000663043,ENST00000659066,ENST00000668934	ENSG00000280809	LINC00836	lncRNA	same	.
3213	10	26988116	26999252	-	exon and intron	ENST00000445828,ENST00000675936,ENST00000674670,ENST00000675439	ENSG00000107890	ANKRD26	protein_coding	same	.
3215	10	27465309	27470939	+	no_overlap	.	.	.	.	none	.
3221	10	34968861	34975636	+	exon and intron	ENST00000654061,ENST00000634331,ENST00000635301	ENSG00000283000	LINC02635	lncRNA	same	.
3222	10	35403059	35410120	-	intron	ENST00000265375,ENST00000492478,ENST00000493157,ENST00000374706,ENST00000490012,ENST00000374704,ENST00000339497	ENSG00000108100	CCNY	protein_coding	opposite	.
3224	10	37275063	37285018	-	intron	ENST00000420453	ENSG00000235687	LINC00993	transcribed_unprocessed_pseudogene	opposite	.
3226	10	37937011	37944189	+	no_overlap	.	.	.	.	none	.
3231	10	42384091	42393490	-	no_overlap	.	.	.	.	none	.
3232	10	42486650	42494526	+	exon and intron	ENST00000424751,ENST00000429940,ENST00000653292,ENST00000659650,ENST00000662209,ENST00000668072,ENST00000670679	ENSG00000185904	LINC00839	lncRNA	same	.
3233	10	42494898	42500281	+	exon	ENST00000670679,ENST00000659650,ENST00000668072,ENST00000424751,ENST00000429940,ENST00000653292	ENSG00000185904	LINC00839	lncRNA	same	.
3234	10	42504683	42509581	-	no_overlap	.	.	.	.	none	.
3236	10	42645190	42654770	+	exon and intron	ENST00000649715,ENST00000662977	ENSG00000285884,ENSG00000233515	LINC01518	lncRNA	both	.
3238	10	43293133	43300924	-	no_overlap	.	.	.	.	none	.
3241	10	43583463	43596633	-	exon and intron	ENST00000667961	ENSG00000287852	.	lncRNA	same	.
3244	10	45279081	45286905	+	no_overlap	.	.	.	.	none	.
3245	10	45571381	45577314	+	intron	ENST00000319836,ENST00000602712,ENST00000453980	ENSG00000165406	MARCHF8	protein_coding	opposite	.
3247	10	48990942	48997767	-	exon and intron	ENST00000428825,ENST00000422966	ENSG00000233665,ENSG00000226576	.	lncRNA	both	.
3250	10	52028737	52039561	-	exon and intron	ENST00000689388,ENST00000691193,ENST00000692125,ENST00000688489,ENST00000689822,ENST00000690827,ENST00000686732,ENST00000689260,ENST00000373976,ENST00000373980,ENST00000401604,ENST00000645324	ENSG00000289527,ENSG00000185532	PRKG1	lncRNA,protein_coding	both	.
3253	10	52946451	52955993	-	exon and intron	ENST00000648218	ENSG00000285958	.	lncRNA	same	.
3254	10	53021993	53030667	-	exon and intron	ENST00000654808,ENST00000668157	ENSG00000227121	LINC02672	lncRNA	same	.
3255	10	53337556	53340577	-	no_overlap	.	.	.	.	none	.
3256	10	53490061	53504727	-	no_overlap	.	.	.	.	none	.
3257	10	54166658	54172498	+	intron	ENST00000320301,ENST00000361849,ENST00000373955,ENST00000373956,ENST00000373957,ENST00000373965,ENST00000395430,ENST00000395433,ENST00000395445,ENST00000395446,ENST00000409834,ENST00000437009,ENST00000448885,ENST00000613657,ENST00000616114,ENST00000617271,ENST00000621708,ENST00000642496,ENST00000644397,ENST00000395440,ENST00000395442,ENST00000414367,ENST00000495484	ENSG00000150275	PCDH15	protein_coding	opposite	.
3258	10	54295301	54301207	+	intron	ENST00000414367,ENST00000320301,ENST00000361849,ENST00000373955,ENST00000373956,ENST00000373957,ENST00000373965,ENST00000395430,ENST00000395433,ENST00000395440,ENST00000395442,ENST00000395445,ENST00000395446,ENST00000437009,ENST00000448885,ENST00000613657,ENST00000616114,ENST00000617271,ENST00000621708,ENST00000644397,ENST00000495484,ENST00000409834	ENSG00000150275	PCDH15	protein_coding	opposite	.
3261	10	55971709	55976876	+	no_overlap	.	.	.	.	none	.
3263	10	56571433	56578736	-	no_overlap	.	.	.	.	none	.
3269	10	57832459	57841780	+	no_overlap	.	.	.	.	none	.
3274	10	58860992	58867331	-	no_overlap	.	.	.	.	none	.
3275	10	59726522	59733738	-	intron	ENST00000395347	ENSG00000165449	SLC16A9	protein_coding	same	MRLN
3276	10	61030614	61039899	-	intron	ENST00000687498	ENSG00000227244	LINC00845	lncRNA	opposite	.
3279	10	63848211	63851581	+	intron	ENST00000444770	ENSG00000228566	.	lncRNA	same	.
W-118	10	64044744	64045616	+	intron	ENST00000654191,ENST00000660795	ENSG00000228566	.	lncRNA	same	.
3283	10	64776824	64785965	-	no_overlap	.	.	.	.	none	.
3284	10	65107491	65112804	-	no_overlap	.	.	.	.	none	.
3286	10	67683764	67690648	-	intron	ENST00000684154,ENST00000433211	ENSG00000183230	CTNNA3	protein_coding	same	.
3288	10	68861131	68868373	-	intron	ENST00000298596,ENST00000399162,ENST00000399165,ENST00000399169,ENST00000642869	ENSG00000165730	STOX1	protein_coding	opposite	.
3289	10	71015034	71021725	-	intron	ENST00000646051	ENSG00000285300	.	lncRNA	opposite	.
3291	10	71939374	71946508	+	no_overlap	.	.	.	.	none	.
3290	10	71949658	71955051	-	no_overlap	.	.	.	.	none	.
3292	10	71957693	71961280	+	no_overlap	.	.	.	.	none	.
3294	10	74775647	74785136	+	no_overlap	.	.	.	.	none	.
3297	10	76818220	76826759	+	no_overlap	.	.	.	.	none	.
3300	10	79604768	79608013	-	no_overlap	.	.	.	.	none	.
3301	10	80104700	80116174	+	no_overlap	.	.	.	.	none	.
3302	10	80738637	80748037	+	no_overlap	.	.	.	.	none	.
3305	10	83057507	83063365	+	no_overlap	.	.	.	.	none	.
3306	10	83218467	83220764	-	no_overlap	.	.	.	.	none	.
3307	10	84108764	84117193	+	no_overlap	.	.	.	.	none	.
3308	10	84118567	84126316	-	no_overlap	.	.	.	.	none	.
W-49	10	84525369	84531069	-	no_overlap	.	.	.	.	none	.
3313	10	85393205	85405011	-	intron	ENST00000655477,ENST00000658106	ENSG00000223993	LINC02647	lncRNA	same	.
3314	10	85595182	85606011	-	exon and intron	ENST00000327946,ENST00000552278,ENST00000464741,ENST00000443311,ENST00000668011,ENST00000628016,ENST00000630182	ENSG00000182771,ENSG00000234942	GRID1,GRID1-AS1	protein_coding,lncRNA	both	.
3315	10	86635826	86644397	-	no_overlap	.	.	.	.	none	.
3316	10	89284719	89291763	+	exon and intron	ENST00000679734,ENST00000680381,ENST00000354541,ENST00000638108,ENST00000681179,ENST00000680954,ENST00000680136,ENST00000659383,ENST00000680546,ENST00000679653,ENST00000681150,ENST00000680558,ENST00000448897,ENST00000681850,ENST00000487618,ENST00000371837,ENST00000282673	ENSG00000119922,ENSG00000232110,ENSG00000107798	IFIT2,LIPA	protein_coding,lncRNA	both	.
3317	10	89406287	89417471	+	exon and intron	ENST00000546318,ENST00000371804,ENST00000371837,ENST00000371795,ENST00000681359,ENST00000681422,ENST00000681163,ENST00000681348,ENST00000680591,ENST00000679632	ENSG00000185745,ENSG00000107798,ENSG00000152778	IFIT1,LIPA,IFIT5	protein_coding	both	.
3318	10	90080050	90086792	-	intron	ENST00000653640,ENST00000664430	ENSG00000287150,ENSG00000280560	LINC01374	lncRNA	both	.
3319	10	90135148	90145087	+	intron	ENST00000664430	ENSG00000280560	LINC01374	lncRNA	same	.
3320	10	90294973	90300740	+	no_overlap	.	.	.	.	none	.
3321	10	90807287	90814529	+	exon and intron	ENST00000685016,ENST00000687715,ENST00000277874,ENST00000336152,ENST00000371719	ENSG00000289580,ENSG00000148680	HTR7	lncRNA,protein_coding	both	.
3322	10	91300601	91307220	-	exon	ENST00000688440,ENST00000700888	ENSG00000289228	.	lncRNA	same	.
3323	10	94384517	94392369	+	no_overlap	.	.	.	.	none	.
3326	10	94763897	94773993	-	exon and intron	ENST00000645461,ENST00000464755,ENST00000371321,ENST00000480405	ENSG00000165841,ENSG00000276490	CYP2C19	protein_coding	opposite	.
W-50	10	94834567	94841534	-	intron	ENST00000645461,ENST00000371321,ENST00000464755	ENSG00000165841,ENSG00000276490	CYP2C19	protein_coding	opposite	.
3328	10	94991560	94998797	-	no_overlap	.	.	.	.	none	.
W-51	10	95717357	95724870	-	intron	ENST00000453258	ENSG00000138185	ENTPD1	protein_coding	opposite	.
3334	10	96731989	96738173	+	no_overlap	.	.	.	.	none	.
3335	10	97555738	97561771	-	intron	ENST00000370664	ENSG00000165886	UBTD1	protein_coding	opposite	.
3339	10	99258161	99268781	+	no_overlap	.	.	.	.	none	.
3338	10	99298196	99303580	+	no_overlap	.	.	.	.	none	.
3340	10	99818701	99827957	-	exon and intron	ENST00000647814	ENSG00000023839	ABCC2	protein_coding	opposite	.
3341	10	100380919	100388398	+	exon and intron	ENST00000665022,ENST00000669693,ENST00000641708,ENST00000654288,ENST00000656449,ENST00000658059,ENST00000661158,ENST00000662712,ENST00000664516,ENST00000665755,ENST00000666045,ENST00000666713,ENST00000667278,ENST00000668189,ENST00000608396,ENST00000641571,ENST00000641799,ENST00000654233,ENST00000654563,ENST00000657262,ENST00000657502,ENST00000659075,ENST00000659159,ENST00000663103,ENST00000664100,ENST00000664224,ENST00000666154,ENST00000668904,ENST00000662018,ENST00000641087,ENST00000454935,ENST00000664225,ENST00000659770,ENST00000661096	ENSG00000235823	OLMALINC	lncRNA	same	.
3342	10	101184272	101189595	-	exon and intron	ENST00000660354,ENST00000666640,ENST00000434189,ENST00000666262,ENST00000669629	ENSG00000237579	LINC01514	lncRNA	opposite	.
3344	10	102835999	102844467	-	exon and intron	ENST00000640633,ENST00000369887,ENST00000489268,ENST00000638272,ENST00000639393,ENST00000638190,ENST00000638971,ENST00000445829	ENSG00000148795,ENSG00000213061	CYP17A1,PFN1P11	protein_coding,processed_pseudogene	same	.
3346	10	103205479	103213543	+	intron	ENST00000674696,ENST00000676449,ENST00000675326,ENST00000676428,ENST00000675164	ENSG00000076685	NT5C2	protein_coding	opposite	.
3349	10	106016754	106023057	-	no_overlap	.	.	.	.	none	.
3350	10	106269626	106274410	+	no_overlap	.	.	.	.	none	.
3351	10	108111049	108125395	-	exon and intron	ENST00000659061,ENST00000600953,ENST00000627225,ENST00000629275,ENST00000631100	ENSG00000229981	LINC01435	lncRNA	same	.
3353	10	108729221	108732968	+	intron	ENST00000421481,ENST00000653086	ENSG00000223381	LINC02661	lncRNA	same	.
3355	10	109041194	109049070	+	no_overlap	.	.	.	.	none	.
3358	10	109562026	109566800	+	no_overlap	.	.	.	.	none	.
3363	10	116480660	116486535	+	no_overlap	.	.	.	.	none	PNLIPRP3
3364	10	116490675	116503152	-	no_overlap	.	.	.	.	none	.
3365	10	118608810	118614286	-	no_overlap	.	.	.	.	none	.
3366	10	118889781	118904747	+	intron	ENST00000663084	ENSG00000229272	LINC03036	lncRNA	opposite	.
3367	10	119883734	119890745	+	exon and intron	ENST00000702149,ENST00000569515	ENSG00000289966,ENSG00000197771	MCMBP	lncRNA,protein_coding	both	.
3370	10	120844912	120851580	+	exon and intron	ENST00000663233,ENST00000661709,ENST00000456120,ENST00000628194,ENST00000598981,ENST00000661416,ENST00000630905,ENST00000605202,ENST00000263461,ENST00000605543,ENST00000605069,ENST00000605178,ENST00000604585	ENSG00000287936,ENSG00000227165,ENSG00000120008	WDR11-DT,WDR11	lncRNA,protein_coding	both	.
3371	10	123814108	123820319	+	intron	ENST00000241305,ENST00000368854,ENST00000615851	ENSG00000121898	CPXM2	protein_coding	opposite	.
3372	10	130292252	130295850	+	intron	ENST00000648275	ENSG00000236303	LINC02646	lncRNA	same	.
3375	10	133603583	133609809	+	exon and intron	ENST00000669404,ENST00000657107,ENST00000656338,ENST00000665054,ENST00000655152	ENSG00000288107	.	lncRNA	same	.
3379	11	3447425	3456906	-	intron	ENST00000637148	ENSG00000284605	ENPP7P15	transcribed_unprocessed_pseudogene	same	.
3380	11	3473019	3482099	-	exon and intron	ENST00000659225,ENST00000710269,ENST00000527970,ENST00000637148,ENST00000534291	ENSG00000287906,ENSG00000255367,ENSG00000284605,ENSG00000254757	ENPP7P15	lncRNA,transcribed_unprocessed_pseudogene	both	.
3382	11	3509345	3516789	-	exon and intron	ENST00000656923,ENST00000526533,ENST00000534291,ENST00000527970,ENST00000710269	ENSG00000287312,ENSG00000255367,ENSG00000254757	.	lncRNA	both	.
3383	11	3647989	3653629	+	intron	ENST00000529556,ENST00000250693	ENSG00000129744	ART1	protein_coding	same	.
3385	11	4220576	4226739	-	no_overlap	.	.	.	.	none	.
3386	11	4317216	4323342	-	no_overlap	.	.	.	.	none	.
3387	11	4454468	4464776	+	intron	ENST00000641797,ENST00000685350,ENST00000688083,ENST00000692525,ENST00000690343,ENST00000693118,ENST00000691418,ENST00000690302	ENSG00000291144	.	lncRNA	same	.
3388	11	4495394	4498723	-	intron	ENST00000685350,ENST00000693118,ENST00000691418,ENST00000690302	ENSG00000291144	.	lncRNA	opposite	.
3389	11	5159269	5167133	-	no_overlap	.	.	.	.	none	.
3392	11	5928628	5938951	+	exon and intron	ENST00000412903,ENST00000528915	ENSG00000132256,ENSG00000184478	TRIM5,OR56A3	protein_coding	both	.
3393	11	6069105	6075893	-	intron	ENST00000690041	ENSG00000289150	.	lncRNA	opposite	.
3394	11	6366027	6374896	+	no_overlap	.	.	.	.	none	.
3395	11	6747291	6754907	-	exon	ENST00000533934	ENSG00000254781	GVINP2	processed_pseudogene	opposite	.
3397	11	7513514	7520474	-	exon and intron	ENST00000654089,ENST00000664943,ENST00000691856,ENST00000702494,ENST00000528947,ENST00000684123,ENST00000299492,ENST00000526873	ENSG00000251364,ENSG00000166387	SYT9-AS1,PPFIBP2	lncRNA,protein_coding	both	.
3400	11	7898105	7906049	-	exon and intron	ENST00000527847	ENSG00000254951	.	lncRNA	same	.
3401	11	7911612	7917907	-	no_overlap	.	.	.	.	none	.
W-52	11	9347804	9349617	-	no_overlap	.	.	.	.	none	.
3403	11	10004936	10020706	+	exon and intron	ENST00000686079,ENST00000687256,ENST00000688206,ENST00000533661,ENST00000693201,ENST00000256190,ENST00000526353,ENST00000527019,ENST00000533770,ENST00000675281,ENST00000676324,ENST00000676387,ENST00000687210,ENST00000688344,ENST00000688417,ENST00000689128,ENST00000689258,ENST00000689940,ENST00000692716,ENST00000693022	ENSG00000133812	SBF2	protein_coding	opposite	.
3405	11	13471905	13474785	+	no_overlap	.	.	.	.	none	.
3406	11	14524557	14527625	+	intron	ENST00000418988	ENSG00000129084	PSMA1	protein_coding	opposite	.
3408	11	15011624	15027098	-	intron	ENST00000523376	ENSG00000175868	CALCB	protein_coding	opposite	.
3407	11	15064019	15068599	-	intron	ENST00000523376	ENSG00000175868	CALCB	protein_coding	opposite	.
3409	11	17370179	17379293	+	exon and intron	ENST00000530403,ENST00000338965,ENST00000682764	ENSG00000188211,ENSG00000187486	NCR3LG1,KCNJ11	protein_coding	both	.
3411	11	18641821	18648047	+	no_overlap	.	.	.	.	none	.
3413	11	20567854	20578780	+	exon and intron	ENST00000525121	ENSG00000255291	HMGB1P40	processed_pseudogene	same	.
W-68	11	22312817	22318319	-	exon and intron	ENST00000530569,ENST00000528009	ENSG00000254768	SLC17A6-DT	lncRNA	same	.
3415	11	22992704	23000627	-	no_overlap	.	.	.	.	none	.
3417	11	23183936	23189778	-	intron	ENST00000533591	ENSG00000255418	LINC02718	lncRNA	opposite	.
3421	11	23882492	23892875	-	exon and intron	ENST00000619919	ENSG00000277803	.	processed_pseudogene	opposite	.
3420	11	23934052	23942201	-	no_overlap	.	.	.	.	none	.
3422	11	25000041	25007141	-	intron	ENST00000336930,ENST00000533227,ENST00000620308	ENSG00000187398	LUZP2	protein_coding	opposite	.
3423	11	25326413	25329380	-	no_overlap	.	.	.	.	none	.
3425	11	25486271	25496072	-	no_overlap	.	.	.	.	none	.
3427	11	26002000	26007253	+	no_overlap	.	.	.	.	none	.
W-53	11	26590429	26597675	-	intron	ENST00000256737,ENST00000525139,ENST00000531568,ENST00000672621	ENSG00000134343	ANO3	protein_coding	opposite	.
3430	11	27629074	27634939	-	exon and intron	ENST00000527083,ENST00000534757,ENST00000499568,ENST00000500662,ENST00000501663,ENST00000502161,ENST00000650703,ENST00000650864,ENST00000650880,ENST00000650954,ENST00000651026,ENST00000651152,ENST00000651252,ENST00000651592,ENST00000651707,ENST00000651905,ENST00000651944,ENST00000651997,ENST00000652063,ENST00000652212,ENST00000652244,ENST00000652325,ENST00000652516,ENST00000652663,ENST00000652754,ENST00000499008,ENST00000501176,ENST00000530686,ENST00000650815,ENST00000650862,ENST00000651193,ENST00000651218,ENST00000651238,ENST00000651437,ENST00000651742,ENST00000651926,ENST00000651990,ENST00000652133,ENST00000652138,ENST00000652574,ENST00000532965,ENST00000650855,ENST00000651103,ENST00000651123,ENST00000651264,ENST00000651635,ENST00000651756,ENST00000651796,ENST00000652594	ENSG00000254934,ENSG00000245573	LINC00678,BDNF-AS	lncRNA	both	.
3431	11	29518606	29527572	+	exon and intron	ENST00000530389,ENST00000653616,ENST00000528553,ENST00000657392,ENST00000525097,ENST00000668970	ENSG00000255029,ENSG00000254530	LINC02755	lncRNA	both	.
